match_id,bowler,player_team,against_team,runs_conceded,wickets,balls_bowled,year,against_team
336000,AB Dinda,Rajasthan Royals,Kolkata Knight Riders,32,0,26,2008,Rajasthan Royals
336000,DJ Hussey,Rajasthan Royals,Kolkata Knight Riders,26,0,12,2008,Rajasthan Royals
336000,I Sharma,Rajasthan Royals,Kolkata Knight Riders,31,1,25,2008,Rajasthan Royals
336000,LR Shukla,Rajasthan Royals,Kolkata Knight Riders,17,1,7,2008,Rajasthan Royals
336000,MM Patel,Kolkata Knight Riders,Rajasthan Royals,31,0,24,2008,Kolkata Knight Riders
336000,SC Ganguly,Rajasthan Royals,Kolkata Knight Riders,14,0,6,2008,Rajasthan Royals
336000,SK Trivedi,Kolkata Knight Riders,Rajasthan Royals,33,3,26,2008,Kolkata Knight Riders
336000,SK Warne,Kolkata Knight Riders,Rajasthan Royals,21,1,13,2008,Kolkata Knight Riders
336000,SR Watson,Kolkata Knight Riders,Rajasthan Royals,26,2,21,2008,Kolkata Knight Riders
336000,Sohail Tanvir,Kolkata Knight Riders,Rajasthan Royals,36,3,26,2008,Kolkata Knight Riders
336000,Umar Gul,Rajasthan Royals,Kolkata Knight Riders,44,4,27,2008,Rajasthan Royals
336000,YK Pathan,Kolkata Knight Riders,Rajasthan Royals,16,1,12,2008,Kolkata Knight Riders
336001,GD McGrath,Chennai Super Kings,Delhi Daredevils,21,1,24,2008,Chennai Super Kings
336001,JA Morkel,Delhi Daredevils,Chennai Super Kings,43,0,25,2008,Delhi Daredevils
336001,Joginder Sharma,Delhi Daredevils,Chennai Super Kings,36,1,19,2008,Delhi Daredevils
336001,M Muralitharan,Delhi Daredevils,Chennai Super Kings,28,0,25,2008,Delhi Daredevils
336001,M Ntini,Delhi Daredevils,Chennai Super Kings,31,0,24,2008,Delhi Daredevils
336001,MS Gony,Delhi Daredevils,Chennai Super Kings,40,1,25,2008,Delhi Daredevils
336001,Mohammad Asif,Chennai Super Kings,Delhi Daredevils,35,1,25,2008,Chennai Super Kings
336001,PJ Sangwan,Chennai Super Kings,Delhi Daredevils,42,1,26,2008,Chennai Super Kings
336001,R Bhatia,Chennai Super Kings,Delhi Daredevils,11,1,6,2008,Chennai Super Kings
336001,Shoaib Malik,Chennai Super Kings,Delhi Daredevils,13,0,7,2008,Chennai Super Kings
336001,V Sehwag,Chennai Super Kings,Delhi Daredevils,21,1,12,2008,Chennai Super Kings
336001,VY Mahesh,Chennai Super Kings,Delhi Daredevils,33,1,26,2008,Chennai Super Kings
336002,A Kumble,Deccan Chargers,Royal Challengers Bangalore,42,1,25,2008,Deccan Chargers
336002,B Akhil,Deccan Chargers,Royal Challengers Bangalore,39,0,18,2008,Deccan Chargers
336002,DB Ravi Teja,Royal Challengers Bangalore,Deccan Chargers,19,1,12,2008,Royal Challengers Bangalore
336002,DP Vijaykumar,Royal Challengers Bangalore,Deccan Chargers,33,0,24,2008,Royal Challengers Bangalore
336002,DW Steyn,Deccan Chargers,Royal Challengers Bangalore,22,3,25,2008,Deccan Chargers
336002,JH Kallis,Deccan Chargers,Royal Challengers Bangalore,20,0,9,2008,Deccan Chargers
336002,LPC Silva,Royal Challengers Bangalore,Deccan Chargers,21,0,6,2008,Royal Challengers Bangalore
336002,R Vinay Kumar,Deccan Chargers,Royal Challengers Bangalore,28,4,25,2008,Deccan Chargers
336002,RP Singh,Royal Challengers Bangalore,Deccan Chargers,15,0,18,2008,Royal Challengers Bangalore
336002,SB Bangar,Royal Challengers Bangalore,Deccan Chargers,32,2,24,2008,Royal Challengers Bangalore
336002,V Kohli,Deccan Chargers,Royal Challengers Bangalore,27,2,24,2008,Deccan Chargers
336002,WPUJC Vaas,Royal Challengers Bangalore,Deccan Chargers,36,2,24,2008,Royal Challengers Bangalore
336002,Y Venugopal Rao,Royal Challengers Bangalore,Deccan Chargers,18,0,6,2008,Royal Challengers Bangalore
336003,AB Agarkar,Kings XI Punjab,Kolkata Knight Riders,27,0,19,2008,Kings XI Punjab
336003,AB Dinda,Kings XI Punjab,Kolkata Knight Riders,27,1,19,2008,Kings XI Punjab
336003,DJ Hussey,Kings XI Punjab,Kolkata Knight Riders,31,2,18,2008,Kings XI Punjab
336003,Gagandeep Singh,Kolkata Knight Riders,Kings XI Punjab,43,1,24,2008,Kolkata Knight Riders
336003,I Sharma,Kings XI Punjab,Kolkata Knight Riders,46,0,25,2008,Kings XI Punjab
336003,IK Pathan,Kolkata Knight Riders,Kings XI Punjab,21,2,25,2008,Kolkata Knight Riders
336003,JR Hopes,Kolkata Knight Riders,Kings XI Punjab,35,0,18,2008,Kolkata Knight Riders
336003,Mohammad Hafeez,Kings XI Punjab,Kolkata Knight Riders,28,1,18,2008,Kings XI Punjab
336003,PP Chawla,Kolkata Knight Riders,Kings XI Punjab,16,0,6,2008,Kolkata Knight Riders
336003,S Sreesanth,Kolkata Knight Riders,Kings XI Punjab,30,2,25,2008,Kolkata Knight Riders
336003,Umar Gul,Kings XI Punjab,Kolkata Knight Riders,33,2,26,2008,Kings XI Punjab
336003,VRV Singh,Kolkata Knight Riders,Kings XI Punjab,31,1,24,2008,Kolkata Knight Riders
336004,A Nehra,Delhi Daredevils,Mumbai Indians,27,3,24,2008,Delhi Daredevils
336004,DJ Bravo,Delhi Daredevils,Mumbai Indians,31,1,18,2008,Delhi Daredevils
336004,DJ Thornely,Delhi Daredevils,Mumbai Indians,15,1,12,2008,Delhi Daredevils
336004,DS Kulkarni,Delhi Daredevils,Mumbai Indians,19,3,18,2008,Delhi Daredevils
336004,GD McGrath,Mumbai Indians,Delhi Daredevils,28,0,24,2008,Mumbai Indians
336004,Mohammad Asif,Mumbai Indians,Delhi Daredevils,49,1,27,2008,Mumbai Indians
336004,PJ Sangwan,Mumbai Indians,Delhi Daredevils,24,1,25,2008,Mumbai Indians
336004,R Bhatia,Mumbai Indians,Delhi Daredevils,22,1,12,2008,Mumbai Indians
