batsman,match_id,batting_team,bowling_team,runs_scored,year
SP Goswami,548373,Rajasthan Royals,Deccan Chargers,3,2012
SR Watson,548373,Rajasthan Royals,Deccan Chargers,13,2012
STR Binny,548373,Rajasthan Royals,Deccan Chargers,7,2012
AC Gilchrist,548374,Kings XI Punjab,Delhi Daredevils,9,2012
Azhar Mahmood,548374,Kings XI Punjab,Delhi Daredevils,36,2012
DA Warner,548374,Delhi Daredevils,Kings XI Punjab,79,2012
DJ Hussey,548374,Kings XI Punjab,Delhi Daredevils,3,2012
DPMD Jayawardene,548374,Delhi Daredevils,Kings XI Punjab,8,2012
Gurkeerat Singh,548374,Kings XI Punjab,Delhi Daredevils,26,2012
IK Pathan,548374,Delhi Daredevils,Kings XI Punjab,5,2012
NV Ojha,548374,Delhi Daredevils,Kings XI Punjab,5,2012
P Kumar,548374,Kings XI Punjab,Delhi Daredevils,3,2012
PC Valthaty,548374,Kings XI Punjab,Delhi Daredevils,2,2012
PP Chawla,548374,Kings XI Punjab,Delhi Daredevils,1,2012
RJ Harris,548374,Kings XI Punjab,Delhi Daredevils,15,2012
SD Chitnis,548374,Kings XI Punjab,Delhi Daredevils,38,2012
UBT Chand,548374,Delhi Daredevils,Kings XI Punjab,18,2012
Y Venugopal Rao,548374,Delhi Daredevils,Kings XI Punjab,21,2012
AG Murtaza,548375,Pune Warriors,Kolkata Knight Riders,3,2012
AP Majumdar,548375,Pune Warriors,Kolkata Knight Riders,17,2012
B Kumar,548375,Pune Warriors,Kolkata Knight Riders,3,2012
BB McCullum,548375,Kolkata Knight Riders,Pune Warriors,41,2012
CJ Ferguson,548375,Pune Warriors,Kolkata Knight Riders,12,2012
G Gambhir,548375,Kolkata Knight Riders,Pune Warriors,10,2012
Harpreet Singh,548375,Pune Warriors,Kolkata Knight Riders,6,2012
JD Ryder,548375,Pune Warriors,Kolkata Knight Riders,22,2012
JH Kallis,548375,Kolkata Knight Riders,Pune Warriors,13,2012
MJ Clarke,548375,Pune Warriors,Kolkata Knight Riders,13,2012
MK Tiwary,548375,Kolkata Knight Riders,Pune Warriors,8,2012
RV Uthappa,548375,Pune Warriors,Kolkata Knight Riders,8,2012
SC Ganguly,548375,Pune Warriors,Kolkata Knight Riders,5,2012
Shakib Al Hasan,548375,Kolkata Knight Riders,Pune Warriors,42,2012
WD Parnell,548375,Pune Warriors,Kolkata Knight Riders,3,2012
YK Pathan,548375,Kolkata Knight Riders,Pune Warriors,15,2012
A Ashish Reddy,548376,Deccan Chargers,Royal Challengers Bangalore,4,2012
AB de Villiers,548376,Royal Challengers Bangalore,Deccan Chargers,4,2012
CH Gayle,548376,Royal Challengers Bangalore,Deccan Chargers,27,2012
CL White,548376,Deccan Chargers,Royal Challengers Bangalore,1,2012
HV Patel,548376,Royal Challengers Bangalore,Deccan Chargers,5,2012
JP Duminy,548376,Deccan Chargers,Royal Challengers Bangalore,74,2012
KC Sangakkara,548376,Deccan Chargers,Royal Challengers Bangalore,15,2012
MA Agarwal,548376,Royal Challengers Bangalore,Deccan Chargers,1,2012
PA Patel,548376,Deccan Chargers,Royal Challengers Bangalore,16,2012
PA Reddy,548376,Deccan Chargers,Royal Challengers Bangalore,7,2012
R Vinay Kumar,548376,Royal Challengers Bangalore,Deccan Chargers,7,2012
S Dhawan,548376,Deccan Chargers,Royal Challengers Bangalore,5,2012
SS Tiwary,548376,Royal Challengers Bangalore,Deccan Chargers,30,2012
TM Dilshan,548376,Royal Challengers Bangalore,Deccan Chargers,4,2012
V Kohli,548376,Royal Challengers Bangalore,Deccan Chargers,42,2012
AL Menaria,548377,Rajasthan Royals,Mumbai Indians,21,2012
AM Rahane,548377,Rajasthan Royals,Mumbai Indians,13,2012
DH Yagnik,548377,Rajasthan Royals,Mumbai Indians,6,2012
DR Smith,548377,Mumbai Indians,Rajasthan Royals,87,2012
OA Shah,548377,Rajasthan Royals,Mumbai Indians,28,2012
R Dravid,548377,Rajasthan Royals,Mumbai Indians,5,2012
SR Tendulkar,548377,Mumbai Indians,Rajasthan Royals,58,2012
SR Watson,548377,Rajasthan Royals,Mumbai Indians,45,2012
STR Binny,548377,Rajasthan Royals,Mumbai Indians,30,2012
BB McCullum,548378,Kolkata Knight Riders,Delhi Daredevils,31,2012
DA Warner,548378,Delhi Daredevils,Kolkata Knight Riders,7,2012
DPMD Jayawardene,548378,Delhi Daredevils,Kolkata Knight Riders,40,2012
G Gambhir,548378,Kolkata Knight Riders,Delhi Daredevils,32,2012
IK Pathan,548378,Delhi Daredevils,Kolkata Knight Riders,6,2012
JH Kallis,548378,Kolkata Knight Riders,Delhi Daredevils,30,2012
LR Shukla,548378,Kolkata Knight Riders,Delhi Daredevils,24,2012
LRPL Taylor,548378,Delhi Daredevils,Kolkata Knight Riders,11,2012
NV Ojha,548378,Delhi Daredevils,Kolkata Knight Riders,28,2012
P Negi,548378,Delhi Daredevils,Kolkata Knight Riders,14,2012
Shakib Al Hasan,548378,Kolkata Knight Riders,Delhi Daredevils,1,2012
UT Yadav,548378,Delhi Daredevils,Kolkata Knight Riders,1,2012
V Sehwag,548378,Delhi Daredevils,Kolkata Knight Riders,10,2012
Y Venugopal Rao,548378,Delhi Daredevils,Kolkata Knight Riders,13,2012
YK Pathan,548378,Kolkata Knight Riders,Delhi Daredevils,40,2012
AT Rayudu,548379,Mumbai Indians,Chennai Super Kings,11,2012
DJ Bravo,548379,Chennai Super Kings,Mumbai Indians,33,2012
DR Smith,548379,Mumbai Indians,Chennai Super Kings,38,2012
DS Kulkarni,548379,Mumbai Indians,Chennai Super Kings,10,2012
Harbhajan Singh,548379,Mumbai Indians,Chennai Super Kings,1,2012
JEC Franklin,548379,Mumbai Indians,Chennai Super Kings,13,2012
KA Pollard,548379,Mumbai Indians,Chennai Super Kings,16,2012
KD Karthik,548379,Mumbai Indians,Chennai Super Kings,6,2012
M Vijay,548379,Chennai Super Kings,Mumbai Indians,1,2012
MEK Hussey,548379,Chennai Super Kings,Mumbai Indians,49,2012
MS Dhoni,548379,Chennai Super Kings,Mumbai Indians,51,2012
RA Jadeja,548379,Chennai Super Kings,Mumbai Indians,1,2012
RG Sharma,548379,Mumbai Indians,Chennai Super Kings,14,2012
RP Singh,548379,Mumbai Indians,Chennai Super Kings,1,2012
S Badrinath,548379,Chennai Super Kings,Mumbai Indians,47,2012
SL Malinga,548379,Mumbai Indians,Chennai Super Kings,17,2012
SR Tendulkar,548379,Mumbai Indians,Chennai Super Kings,11,2012
AD Russell,548380,Delhi Daredevils,Chennai Super Kings,16,2012
DA Warner,548380,Delhi Daredevils,Chennai Super Kings,3,2012
DJ Bravo,548380,Chennai Super Kings,Delhi Daredevils,33,2012
DPMD Jayawardene,548380,Delhi Daredevils,Chennai Super Kings,55,2012
LRPL Taylor,548380,Delhi Daredevils,Chennai Super Kings,24,2012
M Vijay,548380,Chennai Super Kings,Delhi Daredevils,113,2012
MEK Hussey,548380,Chennai Super Kings,Delhi Daredevils,20,2012
MS Dhoni,548380,Chennai Super Kings,Delhi Daredevils,23,2012
NV Ojha,548380,Delhi Daredevils,Chennai Super Kings,7,2012
P Negi,548380,Delhi Daredevils,Chennai Super Kings,8,2012
SK Raina,548380,Chennai Super Kings,Delhi Daredevils,27,2012
UT Yadav,548380,Delhi Daredevils,Chennai Super Kings,1,2012
V Sehwag,548380,Delhi Daredevils,Chennai Super Kings,1,2012
Y Venugopal Rao,548380,Delhi Daredevils,Chennai Super Kings,10,2012
G Gambhir,548381,Kolkata Knight Riders,Chennai Super Kings,2,2012
JH Kallis,548381,Kolkata Knight Riders,Chennai Super Kings,69,2012
LR Shukla,548381,Kolkata Knight Riders,Chennai Super Kings,3,2012
M Vijay,548381,Chennai Super Kings,Kolkata Knight Riders,42,2012
MEK Hussey,548381,Chennai Super Kings,Kolkata Knight Riders,54,2012
MK Tiwary,548381,Kolkata Knight Riders,Chennai Super Kings,9,2012
MS Bisla,548381,Kolkata Knight Riders,Chennai Super Kings,89,2012
MS Dhoni,548381,Chennai Super Kings,Kolkata Knight Riders,14,2012
SK Raina,548381,Chennai Super Kings,Kolkata Knight Riders,73,2012
Shakib Al Hasan,548381,Kolkata Knight Riders,Chennai Super Kings,11,2012
YK Pathan,548381,Kolkata Knight Riders,Chennai Super Kings,1,2012
AD Russell,597998,Delhi Daredevils,Kolkata Knight Riders,4,2013
DA Warner,597998,Delhi Daredevils,Kolkata Knight Riders,21,2013
DPMD Jayawardene,597998,Delhi Daredevils,Kolkata Knight Riders,66,2013
EJG Morgan,597998,Kolkata Knight Riders,Delhi Daredevils,14,2013
G Gambhir,597998,Kolkata Knight Riders,Delhi Daredevils,41,2013
IK Pathan,597998,Delhi Daredevils,Kolkata Knight Riders,4,2013
J Botha,597998,Delhi Daredevils,Kolkata Knight Riders,7,2013
JH Kallis,597998,Kolkata Knight Riders,Delhi Daredevils,23,2013
MC Juneja,597998,Delhi Daredevils,Kolkata Knight Riders,8,2013
MK Tiwary,597998,Kolkata Knight Riders,Delhi Daredevils,23,2013
MS Bisla,597998,Kolkata Knight Riders,Delhi Daredevils,4,2013
NV Ojha,597998,Delhi Daredevils,Kolkata Knight Riders,9,2013
S Nadeem,597998,Delhi Daredevils,Kolkata Knight Riders,4,2013
YK Pathan,597998,Kolkata Knight Riders,Delhi Daredevils,18,2013
AT Rayudu,597999,Mumbai Indians,Royal Challengers Bangalore,18,2013
CH Gayle,597999,Royal Challengers Bangalore,Mumbai Indians,92,2013
DT Christian,597999,Royal Challengers Bangalore,Mumbai Indians,4,2013
Harbhajan Singh,597999,Mumbai Indians,Royal Challengers Bangalore,1,2013
KA Pollard,597999,Mumbai Indians,Royal Challengers Bangalore,5,2013
KB Arun Karthik,597999,Royal Challengers Bangalore,Mumbai Indians,19,2013
KD Karthik,597999,Mumbai Indians,Royal Challengers Bangalore,60,2013
MA Agarwal,597999,Royal Challengers Bangalore,Mumbai Indians,1,2013
RG Sharma,597999,Mumbai Indians,Royal Challengers Bangalore,11,2013
RT Ponting,597999,Mumbai Indians,Royal Challengers Bangalore,28,2013
SR Tendulkar,597999,Mumbai Indians,Royal Challengers Bangalore,23,2013
V Kohli,597999,Royal Challengers Bangalore,Mumbai Indians,24,2013
A Ashish Reddy,598000,Sunrisers Hyderabad,Pune Warriors,7,2013
AD Mathews,598000,Pune Warriors,Sunrisers Hyderabad,8,2013
AM Nayar,598000,Pune Warriors,Sunrisers Hyderabad,19,2013
B Kumar,598000,Pune Warriors,Sunrisers Hyderabad,3,2013
CL White,598000,Sunrisers Hyderabad,Pune Warriors,10,2013
DB Ravi Teja,598000,Sunrisers Hyderabad,Pune Warriors,4,2013
GH Vihari,598000,Sunrisers Hyderabad,Pune Warriors,11,2013
KC Sangakkara,598000,Sunrisers Hyderabad,Pune Warriors,15,2013
LRPL Taylor,598000,Pune Warriors,Sunrisers Hyderabad,19,2013
MK Pandey,598000,Pune Warriors,Sunrisers Hyderabad,15,2013
MN Samuels,598000,Pune Warriors,Sunrisers Hyderabad,5,2013
MR Marsh,598000,Pune Warriors,Sunrisers Hyderabad,7,2013
NLTC Perera,598000,Sunrisers Hyderabad,Pune Warriors,30,2013
PA Patel,598000,Sunrisers Hyderabad,Pune Warriors,19,2013
PA Reddy,598000,Sunrisers Hyderabad,Pune Warriors,27,2013
RV Uthappa,598000,Pune Warriors,Sunrisers Hyderabad,24,2013
Yuvraj Singh,598000,Pune Warriors,Sunrisers Hyderabad,2,2013
AD Russell,598001,Delhi Daredevils,Rajasthan Royals,7,2013
AL Menaria,598001,Rajasthan Royals,Delhi Daredevils,1,2013
AM Rahane,598001,Rajasthan Royals,Delhi Daredevils,28,2013
BJ Hodge,598001,Rajasthan Royals,Delhi Daredevils,5,2013
DA Warner,598001,Delhi Daredevils,Rajasthan Royals,77,2013
DPMD Jayawardene,598001,Delhi Daredevils,Rajasthan Royals,19,2013
IK Pathan,598001,Delhi Daredevils,Rajasthan Royals,1,2013
J Botha,598001,Delhi Daredevils,Rajasthan Royals,2,2013
KK Cooper,598001,Rajasthan Royals,Delhi Daredevils,2,2013
MC Juneja,598001,Delhi Daredevils,Rajasthan Royals,20,2013
MDKJ Perera,598001,Rajasthan Royals,Delhi Daredevils,14,2013
R Dravid,598001,Rajasthan Royals,Delhi Daredevils,65,2013
R Shukla,598001,Rajasthan Royals,Delhi Daredevils,1,2013
STR Binny,598001,Rajasthan Royals,Delhi Daredevils,40,2013
UBT Chand,598001,Delhi Daredevils,Rajasthan Royals,23,2013
AS Rajpoot,598002,Chennai Super Kings,Mumbai Indians,2,2013
AT Rayudu,598002,Mumbai Indians,Chennai Super Kings,7,2013
DJ Bravo,598002,Chennai Super Kings,Mumbai Indians,10,2013
DR Smith,598002,Mumbai Indians,Chennai Super Kings,3,2013
Harbhajan Singh,598002,Mumbai Indians,Chennai Super Kings,21,2013
KA Pollard,598002,Mumbai Indians,Chennai Super Kings,57,2013
KD Karthik,598002,Mumbai Indians,Chennai Super Kings,37,2013
M Vijay,598002,Chennai Super Kings,Mumbai Indians,5,2013
MEK Hussey,598002,Chennai Super Kings,Mumbai Indians,20,2013
MS Dhoni,598002,Chennai Super Kings,Mumbai Indians,51,2013
R Ashwin,598002,Chennai Super Kings,Mumbai Indians,2,2013
RA Jadeja,598002,Chennai Super Kings,Mumbai Indians,16,2013
RG Sharma,598002,Mumbai Indians,Chennai Super Kings,8,2013
RT Ponting,598002,Mumbai Indians,Chennai Super Kings,6,2013
S Badrinath,598002,Chennai Super Kings,Mumbai Indians,16,2013
SK Raina,598002,Chennai Super Kings,Mumbai Indians,10,2013
AC Gilchrist,598003,Kings XI Punjab,Pune Warriors,15,2013
AD Mathews,598003,Pune Warriors,Kings XI Punjab,4,2013
AM Nayar,598003,Pune Warriors,Kings XI Punjab,25,2013
B Kumar,598003,Pune Warriors,Kings XI Punjab,8,2013
DJ Hussey,598003,Kings XI Punjab,Pune Warriors,8,2013
LRPL Taylor,598003,Pune Warriors,Kings XI Punjab,15,2013
M Vohra,598003,Kings XI Punjab,Pune Warriors,43,2013
MN Samuels,598003,Pune Warriors,Kings XI Punjab,3,2013
MR Marsh,598003,Pune Warriors,Kings XI Punjab,15,2013
Mandeep Singh,598003,Kings XI Punjab,Pune Warriors,31,2013
R Sharma,598003,Pune Warriors,Kings XI Punjab,1,2013
RV Uthappa,598003,Pune Warriors,Kings XI Punjab,19,2013
TL Suman,598003,Pune Warriors,Kings XI Punjab,6,2013
A Ashish Reddy,598004,Sunrisers Hyderabad,Royal Challengers Bangalore,14,2013
CH Gayle,598004,Royal Challengers Bangalore,Sunrisers Hyderabad,11,2013
CL White,598004,Sunrisers Hyderabad,Royal Challengers Bangalore,22,2013
DW Steyn,598004,Sunrisers Hyderabad,Royal Challengers Bangalore,3,2013
GH Vihari,598004,Sunrisers Hyderabad,Royal Challengers Bangalore,44,2013
JD Unadkat,598004,Royal Challengers Bangalore,Sunrisers Hyderabad,1,2013
KC Sangakkara,598004,Sunrisers Hyderabad,Royal Challengers Bangalore,16,2013
KK Nair,598004,Royal Challengers Bangalore,Sunrisers Hyderabad,9,2013
M Kartik,598004,Royal Challengers Bangalore,Sunrisers Hyderabad,2,2013
MA Agarwal,598004,Royal Challengers Bangalore,Sunrisers Hyderabad,7,2013
MC Henriques,598004,Royal Challengers Bangalore,Sunrisers Hyderabad,44,2013
NLTC Perera,598004,Sunrisers Hyderabad,Royal Challengers Bangalore,9,2013
PA Patel,598004,Sunrisers Hyderabad,Royal Challengers Bangalore,2,2013
PA Reddy,598004,Sunrisers Hyderabad,Royal Challengers Bangalore,23,2013
R Vinay Kumar,598004,Royal Challengers Bangalore,Sunrisers Hyderabad,7,2013
TM Dilshan,598004,Royal Challengers Bangalore,Sunrisers Hyderabad,5,2013
V Kohli,598004,Royal Challengers Bangalore,Sunrisers Hyderabad,51,2013
AM Rahane,598005,Rajasthan Royals,Kolkata Knight Riders,36,2013
B Lee,598005,Kolkata Knight Riders,Rajasthan Royals,5,2013
BJ Hodge,598005,Rajasthan Royals,Kolkata Knight Riders,46,2013
DH Yagnik,598005,Rajasthan Royals,Kolkata Knight Riders,16,2013
EJG Morgan,598005,Kolkata Knight Riders,Rajasthan Royals,51,2013
G Gambhir,598005,Kolkata Knight Riders,Rajasthan Royals,22,2013
LR Shukla,598005,Kolkata Knight Riders,Rajasthan Royals,2,2013
MK Tiwary,598005,Kolkata Knight Riders,Rajasthan Royals,14,2013
MS Bisla,598005,Kolkata Knight Riders,Rajasthan Royals,1,2013
Mohammed Shami,598005,Kolkata Knight Riders,Rajasthan Royals,5,2013
R Bhatia,598005,Kolkata Knight Riders,Rajasthan Royals,12,2013
R Dravid,598005,Rajasthan Royals,Kolkata Knight Riders,17,2013
S Sreesanth,598005,Rajasthan Royals,Kolkata Knight Riders,1,2013
SP Narine,598005,Kolkata Knight Riders,Rajasthan Royals,2,2013
SR Watson,598005,Rajasthan Royals,Kolkata Knight Riders,5,2013
STR Binny,598005,Rajasthan Royals,Kolkata Knight Riders,14,2013
A Nehra,598006,Delhi Daredevils,Mumbai Indians,1,2013
AT Rayudu,598006,Mumbai Indians,Delhi Daredevils,24,2013
DA Warner,598006,Delhi Daredevils,Mumbai Indians,61,2013
DPMD Jayawardene,598006,Delhi Daredevils,Mumbai Indians,3,2013
Harbhajan Singh,598006,Mumbai Indians,Delhi Daredevils,1,2013
IK Pathan,598006,Delhi Daredevils,Mumbai Indians,10,2013
KA Pollard,598006,Mumbai Indians,Delhi Daredevils,13,2013
KD Karthik,598006,Mumbai Indians,Delhi Daredevils,86,2013
KM Jadhav,598006,Delhi Daredevils,Mumbai Indians,1,2013
M Morkel,598006,Delhi Daredevils,Mumbai Indians,23,2013
MC Juneja,598006,Delhi Daredevils,Mumbai Indians,49,2013
RG Sharma,598006,Mumbai Indians,Delhi Daredevils,74,2013
S Nadeem,598006,Delhi Daredevils,Mumbai Indians,2,2013
SR Tendulkar,598006,Mumbai Indians,Delhi Daredevils,1,2013
UT Yadav,598006,Delhi Daredevils,Mumbai Indians,5,2013
AC Gilchrist,598007,Kings XI Punjab,Chennai Super Kings,9,2013
Azhar Mahmood,598007,Kings XI Punjab,Chennai Super Kings,8,2013
DJ Hussey,598007,Kings XI Punjab,Chennai Super Kings,41,2013
Gurkeerat Singh,598007,Kings XI Punjab,Chennai Super Kings,31,2013
M Vijay,598007,Chennai Super Kings,Kings XI Punjab,50,2013
M Vohra,598007,Kings XI Punjab,Chennai Super Kings,16,2013
MEK Hussey,598007,Chennai Super Kings,Kings XI Punjab,86,2013
Mandeep Singh,598007,Kings XI Punjab,Chennai Super Kings,9,2013
P Awana,598007,Kings XI Punjab,Chennai Super Kings,1,2013
P Kumar,598007,Kings XI Punjab,Chennai Super Kings,3,2013
PP Chawla,598007,Kings XI Punjab,Chennai Super Kings,4,2013
R Sathish,598007,Kings XI Punjab,Chennai Super Kings,8,2013
AB de Villiers,598008,Royal Challengers Bangalore,Kolkata Knight Riders,22,2013
CH Gayle,598008,Royal Challengers Bangalore,Kolkata Knight Riders,85,2013
EJG Morgan,598008,Kolkata Knight Riders,Royal Challengers Bangalore,2,2013
G Gambhir,598008,Kolkata Knight Riders,Royal Challengers Bangalore,59,2013
JH Kallis,598008,Kolkata Knight Riders,Royal Challengers Bangalore,16,2013
MA Agarwal,598008,Royal Challengers Bangalore,Kolkata Knight Riders,6,2013
MK Tiwary,598008,Kolkata Knight Riders,Royal Challengers Bangalore,23,2013
MS Bisla,598008,Kolkata Knight Riders,Royal Challengers Bangalore,1,2013
PJ Sangwan,598008,Kolkata Knight Riders,Royal Challengers Bangalore,4,2013
R Bhatia,598008,Kolkata Knight Riders,Royal Challengers Bangalore,13,2013
R McLaren,598008,Kolkata Knight Riders,Royal Challengers Bangalore,2,2013
SP Narine,598008,Kolkata Knight Riders,Royal Challengers Bangalore,1,2013
V Kohli,598008,Royal Challengers Bangalore,Kolkata Knight Riders,35,2013
YK Pathan,598008,Kolkata Knight Riders,Royal Challengers Bangalore,27,2013
AD Mathews,598009,Pune Warriors,Rajasthan Royals,1,2013
AJ Finch,598009,Pune Warriors,Rajasthan Royals,64,2013
AM Rahane,598009,Rajasthan Royals,Pune Warriors,30,2013
BJ Hodge,598009,Rajasthan Royals,Pune Warriors,22,2013
DH Yagnik,598009,Rajasthan Royals,Pune Warriors,12,2013
JP Faulkner,598009,Rajasthan Royals,Pune Warriors,19,2013
LRPL Taylor,598009,Pune Warriors,Rajasthan Royals,17,2013
R Dravid,598009,Rajasthan Royals,Pune Warriors,54,2013
RV Uthappa,598009,Pune Warriors,Rajasthan Royals,32,2013
STR Binny,598009,Rajasthan Royals,Pune Warriors,1,2013
Yuvraj Singh,598009,Pune Warriors,Rajasthan Royals,28,2013
A Ashish Reddy,598010,Sunrisers Hyderabad,Delhi Daredevils,16,2013
A Mishra,598010,Sunrisers Hyderabad,Delhi Daredevils,16,2013
CL White,598010,Sunrisers Hyderabad,Delhi Daredevils,4,2013
DPMD Jayawardene,598010,Delhi Daredevils,Sunrisers Hyderabad,12,2013
DW Steyn,598010,Sunrisers Hyderabad,Delhi Daredevils,9,2013
GH Vihari,598010,Sunrisers Hyderabad,Delhi Daredevils,17,2013
IK Pathan,598010,Delhi Daredevils,Sunrisers Hyderabad,23,2013
J Botha,598010,Delhi Daredevils,Sunrisers Hyderabad,9,2013
KC Sangakkara,598010,Sunrisers Hyderabad,Delhi Daredevils,28,2013
KM Jadhav,598010,Delhi Daredevils,Sunrisers Hyderabad,30,2013
MC Juneja,598010,Delhi Daredevils,Sunrisers Hyderabad,15,2013
NLTC Perera,598010,Sunrisers Hyderabad,Delhi Daredevils,2,2013
PA Patel,598010,Sunrisers Hyderabad,Delhi Daredevils,19,2013
PA Reddy,598010,Sunrisers Hyderabad,Delhi Daredevils,1,2013
UT Yadav,598010,Delhi Daredevils,Sunrisers Hyderabad,6,2013
V Sehwag,598010,Delhi Daredevils,Sunrisers Hyderabad,12,2013
AD Mathews,598011,Pune Warriors,Mumbai Indians,19,2013
AM Nayar,598011,Pune Warriors,Mumbai Indians,6,2013
B Kumar,598011,Pune Warriors,Mumbai Indians,6,2013
KA Pollard,598011,Mumbai Indians,Pune Warriors,19,2013
KD Karthik,598011,Mumbai Indians,Pune Warriors,41,2013
LRPL Taylor,598011,Pune Warriors,Mumbai Indians,4,2013
MR Marsh,598011,Pune Warriors,Mumbai Indians,38,2013
R Sharma,598011,Pune Warriors,Mumbai Indians,10,2013
RG Sharma,598011,Mumbai Indians,Pune Warriors,62,2013
RT Ponting,598011,Mumbai Indians,Pune Warriors,14,2013
RV Uthappa,598011,Pune Warriors,Mumbai Indians,7,2013
SR Tendulkar,598011,Mumbai Indians,Pune Warriors,44,2013
TL Suman,598011,Pune Warriors,Mumbai Indians,23,2013
Yuvraj Singh,598011,Pune Warriors,Mumbai Indians,24,2013
AB de Villiers,598012,Royal Challengers Bangalore,Chennai Super Kings,64,2013
CH Gayle,598012,Royal Challengers Bangalore,Chennai Super Kings,4,2013
CH Morris,598012,Chennai Super Kings,Royal Challengers Bangalore,7,2013
DJ Bravo,598012,Chennai Super Kings,Royal Challengers Bangalore,8,2013
DT Christian,598012,Royal Challengers Bangalore,Chennai Super Kings,2,2013
KB Arun Karthik,598012,Royal Challengers Bangalore,Chennai Super Kings,5,2013
M Vijay,598012,Chennai Super Kings,Royal Challengers Bangalore,2,2013
MA Agarwal,598012,Royal Challengers Bangalore,Chennai Super Kings,24,2013
MEK Hussey,598012,Chennai Super Kings,Royal Challengers Bangalore,6,2013
MS Dhoni,598012,Chennai Super Kings,Royal Challengers Bangalore,33,2013
RA Jadeja,598012,Chennai Super Kings,Royal Challengers Bangalore,38,2013
S Badrinath,598012,Chennai Super Kings,Royal Challengers Bangalore,34,2013
SK Raina,598012,Chennai Super Kings,Royal Challengers Bangalore,30,2013
V Kohli,598012,Royal Challengers Bangalore,Chennai Super Kings,58,2013
A Ashish Reddy,598013,Sunrisers Hyderabad,Kolkata Knight Riders,4,2013
